domain,privacy_url,status,screenshot_file,title,text_length,error
althemal.com.sa,https://althemal.com.sa/privacy-policy/,success,althemal_com_sa.png,Privacy Policy althemal - الثمال الطبي,9638,
alw.sa,https://alw.sa/privacy-policy-2/,success,alw_sa.png,عالم التعليم المتطور -سياسة الخصوصية,5305,
alwahatent.sa,https://alwahatent.sa/privacy-policy/,success,alwahatent_sa.png,Khyam | سياسة الخصوصية,715,
alwardahalrihan.sa,https://www.alwardahalrihan.sa/privacy-and-policy/,success,alwardahalrihan_sa.png,Privacy and Policy - al - wardah al - rihan,4432,
alwaseet.com.sa,https://www.alwaseet.com.sa/ar/page/terms-and-conditions,success,alwaseet_com_sa.png,منصة الوسيط للإعلانات | سياسة الخصوصية,16634,
alwasiah.med.sa,https://www.alwasiah.med.sa/privacy-policy,success,alwasiah_med_sa.png,سياسة الخصوصية | عيادات د. أسامة الوسية,2213,
alwasil.com.sa,https://www.alwasil.com.sa/policy,success,alwasil_com_sa.png,الواسل | سياسة الخصوصية,2081,
alwathaaeq.sa,https://alwathaaeq.sa/data-privacy-ploicy/,success,alwathaaeq_sa.png,Data Privacy Ploicy - Alwathaaeq Consulting Engineers,2116,
alwosta.com.sa,https://alwosta.com.sa/terms-and-conditions/,failed,,,0,HTTP 403
alwsata.com.sa,https://www.alwsata.com.sa/ar/privacy_policy,success,alwsata_com_sa.png,السياسة والخصوصية,3401,
alyakaza.org.sa,https://www.alyakaza.org.sa/privacy/,success,alyakaza_org_sa.png,جمعية اليقظة النسائية الخيرية بالطائف,3439,
alyam.sa,https://www.alyam.sa/en/privacy-policy,success,alyam_sa.png,Car Rental for Individuals and Businesses - Alyam,4209,
alyasmin.edu.sa,https://www.alyasmin.edu.sa/privacy-policy.html,success,alyasmin_edu_sa.png,Al Yasmin International School,2992,
alzaad.org.sa,https://alzaad.org.sa/p79/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85,success,alzaad_org_sa.png,سياسة الاستخدام - جمعية الزاد,4227,
alzaben.com.sa,https://alzaben.com.sa/ar/privacy-policy/,success,alzaben_com_sa.png,Privacy Policy – AL Zaben,3864,
alzaherah.edu.sa,https://alzaherah.edu.sa/page/2/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9_%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,alzaherah_edu_sa.png,مركز الزاهرة للتدريب,783,
alzarqaa.edu.sa,https://www.alzarqaa.edu.sa/privacy.php,success,alzarqaa_edu_sa.png,معهد اكاديمية الزرقاء العالي للتدريب,1883,
amaal.org.sa,https://www.amaal.org.sa/index.php/privacy-policy,success,amaal_org_sa.png,جمعية آمال,1777,
amaar-re.com.sa,https://amaar-re.com.sa/cookies-policy/,success,amaar-re_com_sa.png,Cookies Policy - Amaar Realestate,3439,
amaar.com.sa,https://amaar.sa/ar/%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3%d9%8a%d8%a9/ar/%d8%b3%d9%8a%d8%a7%d8%b3%d8%a9-%d8%a7%d9%84%d8%a7%d8%b3%d8%aa%d8%ae%d8%af%d8%a7%d9%85,failed,,,0,HTTP 404
amaar.sa,https://amaar.sa/cookies-policy/,success,amaar_sa.png,Cookies Policy - Amaar Holding,3672,
amad.org.sa,https://amad.org.sa/privacy-policy/,success,amad_org_sa.png,سياسة الخصوصية – أمَد,2552,
amal.org.sa,https://amal.org.sa/index.php/privacy-policy/,success,amal_org_sa.png,سياسية الخصوصية – جمعية الأمل لمكافحة السرطان بالقطيف,5767,
amala.sa,https://amala.sa/pages/privacy-policy,success,amala_sa.png,,307,
aman.com.sa,https://www.aman.com.sa/terms-and-conditions/,success,aman_com_sa.png,Terms and Conditions | Privacy Policy | Aman Solutions,9899,
amanco.com.sa,https://amanco.com.sa/privacy-policy,success,amanco_com_sa.png,Amanco,5019,
amani.sa,https://amani.sa/privacy-policy/,success,amani_sa.png,Privacy Policy – Amani,16490,
amaz.com.sa,https://amaz.com.sa/ar/privacy-policy,success,amaz_com_sa.png,اسمنت السعودية | اسمنت الشرقية | اسمنت مقاوم - أماز للتجارة | AMAZ Trading,1764,
amazenet.sa,https://amazenet.sa/privacy-policy/,success,amazenet_sa.png,Privacy Policy | Amazenet | Saudi Vision 2030,2966,
amazon.sa,https://www.amazon.sa/gp/help/customer/display.html?nodeId=201909010&ref_=footer_privacy,success,amazon_sa.png,إشعار الخصوصية لدى أمازون - خدمة عملاء أمازون,24762,
amazonas.sa,https://amazonas.sa/en/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/page-154193952,success,amazonas_sa.png,سياسة الخصوصية- متجر امازونس معالجات وزيوت طبيعية للشعر - امازونس amazonas -أفضل متجر لمنتجات ومستحضرات علاج و عناية الشعر,2094,
ambatt.com.sa,https://ambatt.com.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,ambatt_com_sa.png,سياسة الخصوصية – شركة الامباط للمقاولات والتطوير العقاري,3429,
ame.med.sa,https://ame.med.sa/privacy-policy/,success,ame_med_sa.png,Privacy Policy – AME,5145,
americaneagle.com.sa,https://www.americaneagle.com.sa/en/privacy-policy,success,americaneagle_com_sa.png,Privacy Policy | Customer Privacy & Data | American Eagle,11657,
americanexpress.com.sa,https://www.americanexpress.com.sa/content/privacy-statement,success,americanexpress_com_sa.png,Privacy Statement | American Express Saudi Arabia,4352,
americantourister.com.sa,https://americantourister.com.sa/policies/privacy-policy,success,americantourister_com_sa.png,Privacy policy – americantourister,2616,
amgen.sa,https://www.amgen.sa/ar-sa/privacy-statement,success,amgen_sa.png,الوظائف | Amgen Saudi Arabia,19995,
ami.med.sa,https://amihealthcare.com/privacy/,success,ami_med_sa.png,Privacy Policy,12698,
amihealthcare.med.sa,https://amihealthcare.com/privacy/,success,amihealthcare_med_sa.png,Privacy Policy,12698,
amik.org.sa,https://www.amik.org.sa/ar/privvacy-policy,success,amik_org_sa.png,Privvacy Policy | My Website,1761,
amin.com.sa,https://www.amin.com.sa/privacy.html,success,amin_com_sa.png,Amin,5661,
amjacoop.org.sa,https://amjacoop.org.sa/privacy-policy/,success,amjacoop_org_sa.png,سياسة الخصوصية - الجمعية التعاونية الزراعية - أحد المسارحة,4081,
amjadwatan.sa,https://www.amjadwatan.sa/privacy-policy/,success,amjadwatan_sa.png,سياسة الخصوصية - امجاد وطن,1338,
amk.com.sa,https://www.amk.com.sa/en/privacy,success,amk_com_sa.png,AI Minds - Empowering Your Business with AI Solutions,2692,
amlak.com.sa,https://www.plccommunities.com/privacy-policy,success,amlak_com_sa.png,PLC Communities,6749,
amlak.net.sa,https://amlak.net.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,failed,,,0,HTTP 404
amlak.sa,https://www.plccommunities.com/privacy-policy,success,amlak_sa.png,PLC Communities,6749,
amlaw.sa,https://amlaw.sa/privacy-policy,success,amlaw_sa.png,Abdullah Medallah LLP,15263,
ammn.com.sa,https://www.ammn.com.sa/Privacy,success,ammn_com_sa.png,منصة امن للتأمين الالكتروني - Ammn Platform for eInsurancePlatform for eInsurance,3888,
amohamza.com.sa,https://www.amohamza.com.sa/privacy?language=en,success,amohamza_com_sa.png,Amohamza - Privacy Policy,63438,
amp.com.sa,https://amp.com.sa/privacy-policy-2/,success,amp_com_sa.png,شركة افق - نحو افق جديد للإبداع - للحلول التقنية المبتكرة,3808,
amq.com.sa,https://amq.com.sa/,success,amq_com_sa.png,عبدالعزيز مطلق عقاب القبلان,4214,
ams2.com.sa,https://www.ams2.com.sa/ar/privacy-policy,success,ams2_com_sa.png,Privacy Policy | AMS 2 (LLC),354,
amsak.com.sa,https://www.amsak.com.sa/privacy_policy,success,amsak_com_sa.png,أمساك | سياسة الخصوصية,1650,
anak-social.org.sa,https://www.anak-social.org.sa/privacy-policy/,success,anak-social_org_sa.png,سياسة الخصوصية | جمعية عنك الخيرية للخدمات الاجتماعية,3473,
anakatsayidat.sa,https://anakatsayidat.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,anakatsayidat_sa.png,سياسة الخصوصية – أناقة سيدات,1852,
analytix.sa,https://analytix.sa/privacy-policy/,success,analytix_sa.png,Privacy Policy | Analytix Arabia,7463,
anan.com.sa,https://www.anan.com.sa/policy,success,anan_com_sa.png,Anan - عنان,4162,
anan.edu.sa,https://anan.edu.sa/page/7/%D8%B4%D8%B1%D9%88%D8%B7-%D9%88%D8%A3%D8%AD%D9%83%D8%A7%D9%85-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%88%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,anan_edu_sa.png,مركز عنان للتدريب,4640,
anb.com.sa,https://anb.com.sa/web/anb/privacy,success,anb_com_sa.png,Privacy - anb,1989,
anbcapital.com.sa,https://anbcapital.com.sa/web/anbcapital/privacy-policy,success,anbcapital_com_sa.png,Privacy Policy - anbcapital,14725,
anbinvest.com.sa,https://anbcapital.com.sa/web/anbcapital/privacy-policy,success,anbinvest_com_sa.png,Privacy Policy - anbcapital,14725,
aneisalkhairlab.com.sa,https://aneisalkhairlab.com.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,aneisalkhairlab_com_sa.png,سياسة الخصوصية - مختبرات أنيس الخير,1058,
angel.com.sa,https://angel.com.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%88%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/page-1367753969,success,angel_com_sa.png,سياسة الاستخدام والخصوصية - ANGEL,8837,
angel.sa,https://angel.sa/s/p76161,success,angel_sa.png,Angel,2323,
ano.sa,https://ano.sa/contact-2/,success,ano_sa.png,Contact-2 - عمار ناصر للإستشارات الهندسية,1004,
ansam.com.sa,https://ansam.com.sa/guides/,success,ansam_com_sa.png,Guides | Ansam Training Solutions,3218,
anwarrental.com.sa,https://www.anwarrental.com.sa/SitePages/SitePages?pageType=1,success,anwarrental_com_sa.png,أنوار الطريق لتأجير السيارات,853,
ao.com.sa,https://ao.com.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,ao_com_sa.png,سياسة الخصوصية -,1558,
aon.org.sa,https://aon.org.sa/laws/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D9%8A%D8%A9/,success,aon_org_sa.png,سياسة الخصوصية في الجمعية - جمعية عون لرعاية ضحايا الجريمة,562,
aone.sa,https://www.aone.sa/,success,aone_sa.png,"Aone, where solution begin",2106,
aot.sa,https://www.aot.sa/privacy-policy-2/,success,aot_sa.png,Privacy Policy - AOT,3435,
aoz.com.sa,https://policies.google.com/privacy,success,aoz_com_sa.png,سياسة الخصوصية – الخصوصية والبنود – Google,35552,
apd.gov.sa,https://www.apd.gov.sa/privacy-policy,success,apd_gov_sa.png,السياسات والاستراتيجيات | هيئة رعاية الأشخاص ذوي الإعاقة,9589,
apf.com.sa,https://apf.com.sa/privacy-policy/,success,apf_com_sa.png,Privacy Policy,9687,
aph.med.sa,https://aiph-med.com/privacy-policy/,success,aph_med_sa.png,سياسة الخصوصية - مستشفى أبها الخاص العالمي,3389,
aplaco.com.sa,https://aplaco.com.sa/privacy-policy/,success,aplaco_com_sa.png,Privacy Policy - Aplaco,4632,
aplg.com.sa,https://www.aplg.com.sa/privacy-policy/,success,aplg_com_sa.png,Privacy Policy | Arabian Plant for Lubricants and Greases,6206,
applus.sa,http://applus.sa/en/dam/jcr:38686ebd-3257-4ea2-84ff-e97d9064ace7/Privacy%20Policy.pdf,failed,,,0,"Page.goto: net::ERR_SSL_UNRECOGNIZED_NAME_ALERT at http://applus.sa/en/dam/jcr:38686ebd-3257-4ea2-84ff-e97d9064ace7/Privacy%20Policy.pdf
Call log:
  -"
aqalat.com.sa,https://aqalat.com.sa/en/privacy-notice/,success,aqalat_com_sa.png,,12369,
aqarek.sa,https://www.aqarek.sa/ords/r/aqarek/aqarek-web/privacy-policy?session=8971327325404,failed,,,0,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://www.aqarek.sa/ords/r/aqarek/aqarek-web/privacy-policy?session=8971327325404"""
aqd.sa,https://aqd.sa/ar/blog/privacy-policy,success,aqd_sa.png,سياسة الخصوصية | عقد العقارية.,3367,
aqh.com.sa,https://aqh.com.sa/cookie-policy/,success,aqh_com_sa.png,Cookie Policy - Alqahtani Holding,5738,
aqlabir.org.sa,https://www.aqlabir.org.sa/privacy-policy/,success,aqlabir_org_sa.png,سياسة الخصوصية | جمعية الخدمات الإنسانية والاجتماعية بعقلة الصقور,3678,
arabdiag.sa,https://arabdiag.sa/blogs/%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%88%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,arabdiag_sa.png,الاستخدام والخصوصية,8415,
arabeast.edu.sa,https://arabeast.edu.sa/administration/privacy-policy,success,arabeast_edu_sa.png,سياسة الخصوصية للموقع الإلكتروني | كليات الشرق العربي,1980,
arabfuture.sa,https://www.arabfuture.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D9%88%D8%AA%D8%A3%D8%B3%D9%8A%D8%B3-%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D8%A7%D8%AA-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D8%B9/,success,arabfuture_sa.png,سياسة الخصوصية | عرب فيوتشر تأسيس الشركات وسياسة الخصوصية,1386,
arabglass.com.sa,https://arabglass.com.sa/ar/products/sandblasting-on-glass/,success,arabglass_com_sa.png,اﻟﺮش اﻟﺮﻣﻠﻲ ﻋﻠﻰ اﻟﺰﺟﺎج – Arab Glass,1497,
arabian.sa,https://arabian.sa/privacy-policy/,success,arabian_sa.png,Privacy Policy – Arabian Company,12301,
arabiancamp.sa,https://arabiancamp.sa/privacy-policy/,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://arabiancamp.sa/privacy-policy/
Call log:
  - navigating to ""https://arabiancamp.sa/privacy-policy/"", "
arabou.edu.sa,https://www.arabou.edu.sa/Pages/Privacy.aspx,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://www.arabou.edu.sa/Pages/Privacy.aspx
Call log:
  - navigating to ""https://www.arabou.edu.sa/Pages/Pri"
arabschools.edu.sa,https://arabschools.edu.sa/privacy-policy/,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://arabschools.edu.sa/privacy-policy/
Call log:
  - navigating to ""https://arabschools.edu.sa/privacy-po"
aram.edu.sa,https://www.aram.edu.sa/terms-condition,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://www.aram.edu.sa/terms-condition
Call log:
  - navigating to ""https://www.aram.edu.sa/terms-condition"""
arbys.sa,https://www.arbys.sa/privacy-policy.html,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://www.arbys.sa/privacy-policy.html
Call log:
  - navigating to ""https://www.arbys.sa/privacy-policy.htm"
arcom.sa,https://arcom.sa/privacy-policy/,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://arcom.sa/privacy-policy/
Call log:
  - navigating to ""https://arcom.sa/privacy-policy/"", waiting unti"
arees.org.sa,https://www.arees.org.sa/pages/privacy-policy,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://www.arees.org.sa/pages/privacy-policy
Call log:
  - navigating to ""https://www.arees.org.sa/pages/pri"
arena.sa,https://arena.sa/shop/privacy-policy/,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://arena.sa/shop/privacy-policy/
Call log:
  - navigating to ""https://arena.sa/shop/privacy-policy/"", wa"
arganpackage.sa,https://arganpackage.sa/pages/privacy_policy,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://arganpackage.sa/pages/privacy_policy
Call log:
  - navigating to ""https://arganpackage.sa/pages/priva"
arib.com.sa,https://www.arib.com.sa/%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,failed,,,0,Page.goto: net::ERR_CONNECTION_CLOSED at https://www.arib.com.sa/%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%8
ariyadh.com.sa,https://www.ariyadh.com.sa/privacy/,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://www.ariyadh.com.sa/privacy/
Call log:
  - navigating to ""https://www.ariyadh.com.sa/privacy/"", waitin"
arjanpark.sa,https://www.arjanpark.sa/policy,failed,,,0,"Page.goto: net::ERR_CONNECTION_CLOSED at https://www.arjanpark.sa/policy
Call log:
  - navigating to ""https://www.arjanpark.sa/policy"", waiting until "
arkaan.sa,https://arkaan.sa/Privacy-Policy/page-48164810,success,arkaan_sa.png,سياسة الخصوصية لمتجر أركان - أركـــــان,9935,
arkan.com.sa,https://arkan.com.sa/privacy-policy-2/,success,arkan_com_sa.png,Privacy Policy – ARKAN,3894,
arkan.net.sa,https://www.arkan.solutions/en/privacy-policy,success,arkan_net_sa.png,Privacy Policy,17329,
arkanalbeit.com.sa,https://arkanalbeit.com.sa/privacy-policy-2/,failed,,,0,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://arkanalbeit.com.sa/privacy-policy-2/"", waiting until ""domcontentloaded""
"
arkanmedia.com.sa,https://arkanmedia.com.sa/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,arkanmedia_com_sa.png,سياسة الخصوصية,1918,
arki.sa,https://arki.sa/privacy-policy-2/,success,arki_sa.png,Privacy Policy - Arki for Advanced Construction Chemicals Co. Ltd,4327,
arm.com.sa,https://www.arm.com.sa/,success,arm_com_sa.png,ARAM Ltd - Technology & Consulting Solutions | شركة ارام المحدودة - حلول التكنولوجيا والاستشارات - وكالة برق,7844,
arm.sa,https://www.nov.com/privacy-policy,success,arm_sa.png,Privacy Notice | NOV,23822,
armal.com.sa,https://armal.com.sa/privacy-policy-ar/,success,armal_com_sa.png,سياسة الخصوصية - Armal,3773,
aromatic.sa,https://aromatic.sa/pages/privacy-policy,success,aromatic_sa.png,سياسة الخصوصية,5563,
arrand.com.sa,https://www.arrand.com.sa/privacy/,success,arrand_com_sa.png,Privacy - Arrand Engineering Consultants,14076,
arrowad.edu.sa,https://arrowad.sa/privacy-policy-ar/,success,arrowad_edu_sa.png,سياسة الخصوصية – مجموعة الرواد,3057,
arrowad.sa,https://arrowad.sa/privacy-policy-ar/,success,arrowad_sa.png,سياسة الخصوصية – مجموعة الرواد,3057,
arrowad.sch.sa,https://arrowad.sch.sa/privacy-policy-3/,success,arrowad_sch_sa.png,سياسة الخصوصية - مدارس الرواد الأهلية,4031,
arsanlawfirm.sa,https://www.arsanlawfirm.sa/index.php/en/component/content/article/2-pages/62-gdpr-privacy-policy?Itemid=658,success,arsanlawfirm_sa.png,شركة ارسان للمحاماة,5810,
artauction.sa,https://artauction.sa/faq/,success,artauction_sa.png,FAQ - Art Auction,1278,
artcreator.sa,https://artcreator.sa/privacy-policy/,success,artcreator_sa.png,سياسة الخصوصية - Art Creator Factory,4211,
artisan.com.sa,https://www.artisan.com.sa/privacy-policy/,success,artisan_com_sa.png,"Privacy Policy - Artisan | Branding, Digital Marketing, Advertising Company in Riyadh",1585,
artlanguage.com.sa,https://artlanguage.com.sa/privacy-policy/,success,artlanguage_com_sa.png,سياسة الخصوصية - وكالة لغة الفن,3925,
artstudio.sa,https://www.artstudio.sa/en/privacy-notice,success,artstudio_sa.png,Art Studio :: Privacy Policy,16935,
arwa.org.sa,https://arwa.org.sa/offical_docs/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D8%AC%D9%85%D8%B9%D9%8A%D8%A9-%D8%B9%D8%B1%D9%88%D9%89/,success,arwa_org_sa.png,سياسة الخصوصية جمعية عروى - جمعية عروى,427,
arx.sa,https://arx.sa/privacy-policy,success,arx_sa.png,ARX Aerospace & Defense,3274,
aryaf.com.sa,https://aryaf.com.sa/ar/privacy-and-terms/page-1472967163,success,aryaf_com_sa.png,سياسة-الخصوصية-واتفاقيات-الاستخدام - سفر طعام وأكياس نفايات وورقيات بالجملة شركة عالم أرياف,5172,
aryaf.sa,https://aryaf.sa/privacy-policy,success,aryaf_sa.png,سياسة الخصوصية - أرياف | Aryaf,8521,
as.com.sa,https://as.com.sa/privacy-policy/,success,as_com_sa.png,سياسة الخصوصية – Automotive Spares Auto Spare Parts – أوتوموتيف سبيرز لقطع غيار السيارات,2328,
asaar.sa,https://asaar.sa/ar/privacy-policy,success,asaar_sa.png,privacy policy | asaar,6392,
asadco.sa,https://asadco.sa/privacy-policy/,success,asadco_sa.png,Privacy Policy • شركة تنظيف منازل بالرياض | 0501144066| نقل عفش,3868,
asasatas.com.sa,https://www.asasatas.com.sa/ar/privacy,failed,,,0,HTTP 404
asasco.com.sa,https://www.asasco.com.sa/privacy,failed,,,0,HTTP 404
asb.com.sa,https://asb.com.sa/privacy/,success,asb_com_sa.png,Privacy - asb.com.sa,11450,
ascend.com.sa,https://ascend.com.sa/privacy-policy/,success,ascend_com_sa.png,Privacy Policy – Ascend,4337,
ascit.sa,https://www.malehealthcures.com/privacy-policy/,success,ascit_sa.png,Privacy Policy | Male Health Cures,12935,
asda.gov.sa,https://ideas.asda.gov.sa/privacy,success,asda_gov_sa.png,هيئة تطوير منطقة عسير,8407,
aseela.sa,https://aseela.sa/privacy-policy/,success,aseela_sa.png,سياسة الخصوصية - Aseela-أصيلة,4632,
asf.com.sa,https://asf.com.sa/,success,asf_com_sa.png,تحالف الكيانات العليا,1149,
asf.gov.sa,https://www.asf.gov.sa/ar,success,asf_gov_sa.png,صندوق دعم الجمعيات - الرئيسية,4217,
asfa.org.sa,https://www.asfa.org.sa/Page/2,success,asfa_org_sa.png,جمعية آفاق لعلوم الفلك,1066,
asfec.sa,https://www.asfec.sa/privacy,success,asfec_sa.png,الخصوصية | مكتب عبدالشهيد السني,139,
asgplastic.sa,https://asgplastic.sa/p/KjaVV,success,asgplastic_sa.png,سياسة الخصوصية - عسق للبلاستيك,2506,
ashjar.sa,https://stage-web.applligentdemo.com/privacy-policy/,success,ashjar_sa.png,سِند | سياسة الخصوصية,339,
ashya.sa,https://ashya.sa/pages/privacy-policy,success,ashya_sa.png,سياسة الخصوصية,3201,
asi.com.sa,https://astglobal.co/privacy-policy/,success,asi_com_sa.png,Advanced Standards Institute | Privacy Policy,3989,
asil-alkhayl.sa,https://asil-alkhayl.sa/blogs/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9,success,asil-alkhayl_sa.png,سياسة الخصوصية,2006,
asna.com.sa,https://www.asna.com.sa/privacy-policy/,success,asna_com_sa.png,PRIVACY POLICY,4433,
asocoffee.com.sa,https://www.asocoffee.com.sa/index.php?route=information/information&information_id=3,success,asocoffee_com_sa.png,سياسة الخصوصية,1286,
aspco.com.sa,http://www.aspco.com.sa/index.php/privacy-policy,success,aspco_com_sa.png,ASPCO | The Best Packaging Solution,2291,
asr.com.sa,https://asr.com.sa/en/privacy#scrollTop=0,success,asr_com_sa.png,Privacy Policy | Saudi Academy for Robotics and AI,967,
assala.sa,https://assala.sa/pages/privacy-policy,success,assala_sa.png,سياسة الخصوصية,6712,
assas.sa,https://assas.sa/privacy,success,assas_sa.png,سياسة الخصوصية | أساس المعرفة للمحاماة والتوثيق والاستشارات,4484,
assawater.com.sa,https://www.assawater.com.sa/privacy-2/,success,assawater_com_sa.png,privacy - مؤسسة السواتر للمقاولات,11014,
assystem.sa,https://www.assystem.com/en/privacy-statement/,success,assystem_sa.png,Privacy statement - Assystem,5237,
astc.com.sa,https://astc.com.sa/privacy-policy,success,astc_com_sa.png,سياسة الخصوصية | ASTC,821,
astersanad.sa,https://www.astersanad.sa/ar/privacy-policy,success,astersanad_sa.png,Privacy Policy |  مستشفى استر,20317,
astonmartin.com.sa,https://www.astonmartin.com/en/legal/privacy,failed,,Privacy Policy | Aston Martin,0,"Page.screenshot: Timeout 10000ms exceeded.
Call log:
  - taking page screenshot
"
astra.com.sa,https://www.astra.com.sa/privacy,success,astra_com_sa.png,privacy | ASTRA,9842,
astra.edu.sa,https://astrais.edu.sa/ar/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,astra_edu_sa.png,سياسة الخصوصية – ‫مدارس أسترا العالمية – ASTRA International School‬,2964,
astrais.edu.sa,https://astrais.edu.sa/ar/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%A7%D9%84%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9/,success,astrais_edu_sa.png,سياسة الخصوصية – ‫مدارس أسترا العالمية – ASTRA International School‬,2964,
aswa.org.sa,https://www.aswa.org.sa/Privacy,success,aswa_org_sa.png,جمعية المحاسبات السعوديات,1074,
at.org.sa,https://www.at.org.sa/privacy/,failed,,,0,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://www.at.org.sa/privacy/"", waiting until ""domcontentloaded""
"
ata.org.sa,https://ata.org.sa/p61/%D8%B3%D9%8A%D8%A7%D8%B3%D8%A9-%D8%AE%D8%B5%D9%88%D8%B5%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA,success,ata_org_sa.png,سياسة خصوصية البيانات - تبرع لجمعية الشماس عطاء,1613,
ataa.edu.sa,https://ataa.sa/privacy-policy/,success,ataa_edu_sa.png,Privacy Policy - عطاء التعليمية,5017,
ataa.sa,https://ataa.sa/privacy-policy/,success,ataa_sa.png,Privacy Policy - عطاء التعليمية,5017,
ataa.sch.sa,https://ataa.sa/privacy-policy/,success,ataa_sch_sa.png,Privacy Policy - عطاء التعليمية,5017,
ataaa.sa,https://ataaa.sa/Pages/4045,success,ataaa_sa.png,سياسة الخصوصية,5475,
